,Temperature_Comedor_Sensor,22:Temperature_Exterior_Sensor,5:Weather_Temperature,9:Humedad_Habitacion_Sensor,23:Humedad_Exterior_Sensor,8:Humedad_Comedor_Sensor,7:CO2_Habitacion_Sensor,18:Meteo_Exterior_Piranometro,24:Day_Of_Week,Temperature_Habitacion_Sensor
669,13.98,11.5733,15.0,41.244,67.664,35.6733,201.269,57.02,2.0,13.826
670,13.9767,11.6133,11.6667,41.6933,69.0747,35.8853,200.299,34.5667,2.0,13.7947
671,13.97,11.5933,10.0,42.5173,71.8507,36.0307,201.12,32.4653,2.0,13.7767
672,13.9433,11.5567,10.8,42.7253,72.512,36.1547,201.717,45.9947,2.0,13.77
673,13.8313,11.4967,10.0,42.5573,74.8933,36.152,201.845,84.8347,2.0,13.6987
674,13.8233,11.5193,10.0,43.1733,74.368,36.184,201.333,83.7493,2.0,13.654
675,13.8167,11.614,10.0,43.2373,71.8987,36.1267,201.952,84.3947,2.0,13.678
676,13.8,11.7267,9.26667,43.7093,71.8347,36.2107,201.568,55.2373,2.0,13.682
677,13.76,11.7467,9.0,44.0587,72.2987,36.2427,201.792,38.5467,2.0,13.6267
678,13.7493,11.7333,9.93333,44.5547,73.2613,36.428,201.739,24.9133,2.0,13.6267
679,13.7633,11.7193,10.7333,45.1467,75.4587,36.5253,202.379,39.8627,2.0,13.6167
680,13.718,11.604,10.4667,45.0,74.1307,36.5173,201.461,56.2013,2.0,13.614
681,13.722,11.4713,10.0,45.9387,75.9147,36.7187,201.589,47.9733,2.0,13.61
682,13.6713,11.3953,10.0,46.208,76.3627,36.832,202.08,69.36,2.0,13.5867
683,13.6567,11.422,10.0,46.288,76.4293,36.9253,202.091,80.2107,2.0,13.57
684,13.64,11.3927,9.26667,46.528,76.632,36.8773,201.973,89.9573,2.0,13.55
685,13.6067,11.3293,9.0,46.8667,78.0693,37.0547,201.611,58.6827,2.0,13.5367
686,13.5827,11.2527,9.0,47.1493,77.6827,37.0147,200.928,38.328,2.0,13.478
687,13.558,11.1667,9.0,48.168,78.1227,37.296,200.555,45.0013,2.0,13.4473
688,13.554,11.1467,9.0,49.1627,77.7547,37.9613,201.707,26.62,2.0,13.4207
689,13.4973,11.1567,9.0,47.9467,77.336,37.4853,201.547,25.0193,2.0,13.4147
690,13.4433,11.0967,9.0,48.0933,76.4693,37.5013,201.024,17.1953,2.0,13.378
691,13.4033,11.066,9.0,48.6293,75.6053,37.652,200.267,21.3073,2.0,13.316
692,13.4,11.0653,9.0,49.1733,76.2133,37.8293,201.568,16.1693,2.0,13.302
693,13.3553,11.054,9.0,48.7707,76.488,37.832,200.789,10.1267,2.0,13.272
694,13.2973,11.042,9.0,48.8853,75.8293,37.88,200.757,3.004,2.0,13.23
695,13.2633,11.0107,9.0,49.2933,76.9227,37.9067,201.099,3.94067,2.0,13.178
696,13.2193,11.0,9.0,49.56,76.8533,37.9507,201.28,0.0,2.0,13.1533
697,13.1607,10.9933,9.0,49.4773,76.7573,37.908,201.003,-1.558,2.0,13.0933
698,13.104,10.892,9.0,49.512,77.456,37.944,200.885,-2.63933,2.0,13.0333
699,13.02,10.8,9.0,49.752,76.936,37.8707,201.248,-3.18533,2.0,12.9567
700,12.9473,10.73,9.0,49.992,76.672,37.972,200.256,-3.12,2.0,12.8527
701,12.892,10.63,9.0,50.3147,77.296,38.0093,199.68,-3.12,2.0,12.7967
702,12.822,10.5267,9.0,50.5973,78.7387,38.1933,199.179,-3.042,2.0,12.708
703,12.7767,10.3927,9.0,50.8827,80.184,38.3653,199.424,-3.18533,2.0,12.638
704,12.7533,10.332,9.0,51.2027,79.8347,38.472,199.979,-3.12,2.0,12.5967
705,12.6993,10.244,9.0,51.1093,79.648,38.3453,199.413,-3.12,2.0,12.5667
706,12.6,10.188,9.0,51.5787,78.408,38.5213,199.499,-3.18533,2.0,12.4713
707,12.54,10.1667,9.0,51.7867,78.7733,38.7413,199.211,-3.042,2.0,12.3867
708,12.4807,10.0647,9.0,51.9387,80.064,38.856,201.472,-3.02933,2.0,12.332
709,12.45,10.0987,9.0,52.0427,77.448,39.024,202.603,-3.12,2.0,12.2767
710,12.43,10.144,9.0,52.2373,77.968,39.148,202.155,-3.12,2.0,12.2493
711,12.39,10.1827,9.0,52.272,78.216,39.264,202.037,-3.042,2.0,12.2153
712,12.3793,10.2513,9.0,52.4,77.2587,39.1587,202.037,-3.042,2.0,12.2107
713,12.348,10.2767,9.0,52.4933,78.7147,39.1427,202.059,-3.12,2.0,12.1687
714,12.3013,10.2833,9.0,53.0773,78.3547,39.252,202.624,-3.12,2.0,12.1367
715,12.242,10.2833,9.0,53.4587,81.0613,39.568,202.123,-3.12,2.0,12.1027
716,12.206,10.2187,9.0,53.7093,83.1413,39.7227,200.928,-3.042,2.0,12.0593
717,12.1533,10.2367,9.0,54.2293,83.8053,39.8267,201.504,-3.042,2.0,12.0247
718,12.0867,10.258,9.0,55.0267,83.7813,40.0653,201.365,-3.042,2.0,11.95
719,12.08,10.2867,9.0,55.0267,83.2827,40.3427,201.024,-3.12,2.0,11.92
720,12.07,10.2767,9.0,55.1387,81.872,40.2333,200.512,-3.02933,2.0,11.89
721,12.0427,10.2807,9.0,55.3547,82.08,40.484,201.056,-3.12,2.06667,11.8933
722,12.0387,10.332,9.0,55.3413,81.7467,40.4227,201.536,-3.12,3.0,11.8833
723,12.0287,10.3213,9.0,55.4027,83.4027,40.48,201.003,-2.964,3.0,11.8547
724,12.024,10.3073,9.0,55.5733,83.4347,40.74,201.088,-3.25067,3.0,11.8493
725,12.012,10.3927,9.0,55.7147,83.5893,40.5827,201.643,-3.12,3.0,11.8553
726,12.02,10.5267,9.0,55.7387,80.4667,41.0107,202.251,-3.042,3.0,11.838
727,12.028,10.62,9.0,56.3867,80.616,40.78,201.397,-3.18533,3.0,11.8653
728,12.0567,10.6707,9.0,56.744,81.2427,41.152,202.635,-3.12,3.0,11.8967
729,12.0667,10.77,9.0,56.3147,80.4107,41.1453,201.419,-3.18533,3.0,11.8933
730,12.0767,10.8433,9.6,58.5013,80.9973,42.0133,201.824,-3.18533,3.0,11.8867
731,12.09,10.894,9.46667,59.0987,80.592,43.3173,202.72,-3.12,3.0,11.9067
732,12.1033,10.9167,9.0,60.1867,80.6427,44.1493,203.317,-3.238,3.0,11.94
733,12.1233,10.9133,9.0,61.2853,81.5707,45.824,203.787,-3.25067,3.0,11.9267
734,12.1333,10.8627,9.0,61.056,82.192,45.3813,204.235,-3.10733,3.0,11.92
735,12.1167,10.7767,9.0,60.736,82.544,46.4533,204.117,-3.12,3.0,11.9033
736,12.0933,10.7933,9.0,60.68,82.3627,46.872,203.787,-3.18533,3.0,11.89
737,12.09,10.844,8.8,60.4293,81.9253,46.8853,203.915,-3.042,3.0,11.8767
738,12.08,10.9053,8.0,60.992,81.8187,48.3333,204.469,-3.042,3.0,11.89
739,12.08,10.93,8.0,60.8053,81.5867,48.4933,204.875,-3.18533,3.0,11.8487
740,12.0833,10.9633,8.0,61.0747,82.3307,49.8027,205.035,-3.12,3.0,11.838
741,12.0767,10.94,8.0,61.144,82.4587,49.4827,205.408,-3.042,3.0,11.85
742,12.0767,10.836,8.0,60.8773,82.3573,48.8187,205.355,-3.18533,3.0,11.838
743,12.0567,10.668,8.0,60.7467,82.24,48.056,205.248,-3.042,3.0,11.826
744,12.0353,10.5867,8.0,60.464,82.8747,47.7147,206.005,-3.12,3.0,11.8067
745,12.032,10.5767,7.86667,60.2373,83.6213,47.3413,206.56,-3.042,3.0,11.7733
746,12.024,10.5313,7.0,61.0587,83.04,49.064,207.253,-0.129333,3.0,11.7633
747,12.0,10.4533,7.0,61.1493,83.4347,48.5547,207.52,10.96,3.0,11.7367
748,11.9767,10.3227,7.0,60.88,83.5253,47.9307,207.808,25.02,3.0,11.7267
749,11.97,10.2433,6.8,61.0213,83.3813,49.0827,208.608,33.0253,3.0,11.6847
750,11.954,10.2093,6.06667,61.1013,83.328,48.744,209.76,30.6553,3.0,11.686
751,11.9333,10.152,6.0,61.176,83.1787,49.7467,210.56,42.4893,3.0,11.658
752,11.922,10.1493,6.6,60.9493,82.4853,48.304,211.104,41.66,3.0,11.6387
753,11.9247,10.136,6.8,61.096,82.208,49.48,211.883,64.2187,3.0,11.6233
754,11.9087,10.128,7.0,60.992,81.536,48.9413,211.979,95.192,3.0,11.62
755,11.902,10.1493,7.0,61.2533,80.8693,50.6693,212.096,109.664,3.0,11.6233
756,11.922,10.1567,7.0,61.168,80.2427,50.576,212.053,114.112,3.0,11.6233
757,11.922,10.246,7.73333,61.2213,80.1493,50.3413,211.755,251.573,3.0,11.65
758,11.986,10.4933,8.0,60.6747,78.2347,50.464,211.616,511.499,3.0,11.748
759,12.066,10.9173,8.0,59.1787,76.688,49.6133,211.68,319.563,3.0,11.89
760,12.146,11.268,8.53333,57.944,75.6533,49.032,211.573,359.819,3.0,12.0113
761,12.286,11.6253,9.0,57.488,75.1787,47.9573,211.424,387.456,3.0,12.1273
762,12.4233,11.9887,9.66667,57.5733,74.7333,47.2507,211.424,430.709,3.0,12.2493
763,12.5867,12.3453,11.1333,57.3867,74.1493,47.0213,210.976,552.405,3.0,12.446
764,12.79,12.732,12.0,56.824,73.384,46.7573,211.147,605.717,3.0,12.6727
765,13.0267,13.098,12.5333,56.1547,72.912,46.4907,210.987,779.264,3.0,12.9413
766,13.314,13.5493,13.0,55.7653,72.3653,46.2853,211.339,861.803,3.0,13.2507
767,13.6167,14.066,13.0,55.712,72.1013,46.52,210.891,828.587,3.0,13.5507
768,13.918,14.5387,13.0,55.9387,71.1413,46.6133,218.571,818.933,3.0,13.9167
769,14.2473,14.9273,13.0,55.9227,70.3333,47.888,272.576,869.632,3.0,15.1893
770,14.528,15.2093,13.0,53.2827,70.4907,46.8187,246.091,808.363,3.0,15.706
771,14.7947,15.542,13.0,56.1227,70.216,46.1573,318.592,860.672,3.0,15.814
772,15.0667,15.8073,13.7333,57.8453,69.8773,46.0027,463.317,817.28,3.0,16.3827
773,15.3207,16.0647,14.0,56.168,69.336,45.7547,382.976,799.36,3.0,16.4167
774,15.5487,16.3113,14.0,56.2027,68.9173,45.6507,322.549,785.579,3.0,16.4647
775,15.7993,16.566,14.0,56.024,68.72,45.7787,282.4,767.317,3.0,16.5753
776,16.0227,16.8107,14.0,56.0,68.2933,45.6747,263.445,746.624,3.0,16.698
777,16.2587,17.122,13.8667,55.9893,67.9787,46.016,242.411,723.285,3.0,16.7973
778,16.4933,17.4013,13.0,56.144,67.368,46.8693,231.2,673.771,3.0,16.916
779,16.7307,17.5967,13.0,56.1893,66.7573,48.1147,229.696,688.128,3.0,16.97
780,16.912,17.7133,13.0,56.272,66.2027,48.8827,221.813,661.653,3.0,17.0593
781,17.086,17.792,13.0,56.4693,65.8987,52.0507,225.696,595.605,3.0,17.11
782,17.2727,17.7367,13.7333,56.9173,65.248,53.1413,277.92,561.301,3.0,17.352
783,17.4527,17.6733,14.0,57.448,65.2533,55.728,305.408,509.547,3.0,17.6113
784,17.5873,17.586,13.2667,57.6347,65.4427,55.848,302.368,459.968,3.0,17.7367
785,17.6767,17.416,13.2,58.032,65.656,56.712,266.763,404.245,3.0,17.7447
786,17.604,17.184,13.0,58.9413,66.264,58.5307,228.789,317.285,3.0,17.5073
787,17.5533,16.9753,13.3333,59.3067,66.6373,58.7227,219.253,228.333,3.0,17.3927
788,17.4967,16.728,14.0,59.248,66.9493,58.6453,215.264,191.803,3.0,17.28
789,17.442,16.518,14.0,59.3067,67.1253,58.7307,213.525,142.091,3.0,17.2067
790,17.3613,16.3367,14.0,59.072,67.048,58.2373,214.165,38.3507,3.0,17.1067
791,17.2713,16.1513,14.0,59.4667,67.368,58.592,213.643,29.7427,3.0,17.0067
792,17.1667,15.9613,14.0,59.688,67.536,58.712,212.907,18.4067,3.0,16.8973
793,17.0987,15.796,14.0,59.808,67.6907,58.6907,210.805,8.34267,3.0,16.7653
794,17.0,15.6313,13.0667,60.128,68.008,58.872,210.784,-0.117333,3.0,16.6873
795,16.9347,15.4573,13.0,60.5067,68.7307,58.9973,209.76,-3.512,3.0,16.5627
796,16.86,15.3333,13.0,60.96,69.2827,58.6133,211.317,-3.44667,3.0,16.4667
797,16.778,15.1667,13.0,61.4053,70.0293,59.2213,213.173,-3.316,3.0,16.4027
798,16.67,15.0233,13.0,61.9547,70.3147,60.28,213.621,-3.25067,3.0,16.304
799,16.5313,14.878,13.0,62.376,70.2453,60.9573,215.616,-3.44667,3.0,16.1887
800,16.4187,14.748,13.0,62.4933,70.464,60.952,215.957,-3.57733,3.0,16.072
801,16.2967,14.604,13.0,62.5947,70.536,60.6987,215.936,-3.316,3.0,15.964
802,16.2027,14.462,12.8667,62.3413,70.808,59.9173,216.48,-3.25067,3.0,15.8567
803,16.0707,14.2833,12.0,62.48,71.0907,59.808,216.704,-3.316,3.0,15.726
804,15.904,14.0853,11.4667,62.5627,71.1547,59.9333,218.603,-3.316,3.0,15.5813
805,15.7933,13.92,10.4667,61.9573,70.9173,59.1147,216.107,-3.316,3.0,15.4713
806,15.68,13.792,10.0,62.1573,71.1067,59.7093,215.467,-3.18533,3.0,15.344
807,15.572,13.6633,10.0,62.528,71.3653,60.1227,217.195,-3.12,3.0,15.2293
808,15.4493,13.5367,10.0,62.3627,71.2267,59.8587,216.608,-3.316,3.0,15.1033
809,15.3173,13.368,10.0,60.8107,70.1733,57.9893,216.683,-3.25067,3.0,15.0027
810,15.1853,13.152,10.0,58.208,68.5253,55.336,213.696,-3.18533,3.0,14.876
811,15.016,12.9273,9.86667,56.7547,67.68,54.496,212.128,-3.25067,3.0,14.7
812,14.83,12.696,9.33333,56.3173,67.1653,54.3093,212.683,-3.12,3.0,14.5573
813,14.7013,12.4913,9.0,56.1093,66.9973,53.712,212.149,-3.25067,3.0,14.4067
814,14.56,12.3153,9.0,56.0347,67.016,53.1627,212.629,-3.12,3.0,14.2767
815,14.4327,12.1487,8.66667,55.2987,66.4853,52.1947,211.445,-3.316,3.0,14.1207
816,14.3,12.0067,8.0,54.6347,66.2267,51.8667,210.315,-3.18533,3.0,13.986
817,14.1747,11.8573,8.0,54.5787,65.8187,51.208,209.344,-3.25067,3.06667,13.876
818,14.088,11.7293,8.0,54.68,65.4987,50.8853,209.141,-3.12,4.0,13.75
819,13.968,11.6067,8.0,54.5627,65.2667,50.648,208.896,-3.18533,4.0,13.6513
820,13.8427,11.516,7.06667,54.3307,64.9093,50.4907,207.947,-3.18533,4.0,13.5307
821,13.7387,11.4167,7.0,54.5147,64.712,50.3467,208.384,-3.25067,4.0,13.4267
822,13.6367,11.3233,7.0,53.8267,64.7627,50.304,207.52,-3.10733,4.0,13.3333
823,13.5313,11.252,7.13333,54.1867,64.7253,50.272,207.04,-3.12,4.0,13.256
824,13.41,11.138,7.86667,53.864,64.072,50.1707,208.011,-3.042,4.0,13.14
825,13.3213,11.0227,7.8,54.16,63.9387,50.056,207.243,-3.12,4.0,13.0473
826,13.2293,10.9367,7.0,54.0347,63.6,50.016,207.051,-3.12,4.0,12.93
827,13.0987,10.8247,7.0,55.1867,63.488,50.0667,207.616,-3.18533,4.0,12.8367
828,12.9807,10.714,7.0,55.3387,63.4267,50.0933,207.264,-3.042,4.0,12.708
829,12.8913,10.6267,7.0,55.7333,63.528,50.064,206.869,-3.12,4.0,12.61
830,12.7967,10.548,7.0,55.6213,63.6773,50.0907,207.072,-3.18533,4.0,12.5013
831,12.6987,10.4533,7.0,54.96,63.5627,50.056,206.933,-3.042,4.0,12.3887
832,12.5933,10.3627,7.0,54.9973,63.5547,50.0747,206.624,-3.042,4.0,12.2867
833,12.4707,10.2433,7.0,54.7093,63.352,50.1147,207.776,-3.12,4.0,12.1647
834,12.346,10.1113,5.66667,54.1973,63.5227,50.288,208.235,-3.18533,4.0,12.0613
835,12.226,10.0053,5.0,54.3093,63.7573,50.3147,207.232,-3.12,4.0,11.9567
836,12.1113,9.9,5.0,54.84,63.768,50.2533,207.648,-3.18533,4.0,11.862
837,12.0313,9.82,5.0,54.3813,63.8853,50.44,207.264,-3.12,4.0,11.74
838,11.9387,9.72267,5.0,55.152,63.9227,50.272,207.104,-3.042,4.0,11.6453
839,11.8413,9.626,5.0,54.808,63.96,50.3787,208.139,-3.042,4.0,11.5453
840,11.7133,9.49333,5.0,55.0053,64.064,50.3467,208.171,-3.042,4.0,11.42
841,11.5907,9.38667,5.0,55.392,64.0933,50.3627,207.712,-3.02933,4.0,11.32
842,11.5253,9.30667,5.0,55.048,63.9813,50.424,208.16,2.746,4.0,11.2247
843,11.4367,9.24267,5.0,54.96,64.0133,50.312,208.277,26.6073,4.0,11.144
844,11.3867,9.22333,5.0,54.8053,64.208,50.5253,208.085,72.96,4.0,11.0893
845,11.352,9.27333,5.33333,55.7973,64.1813,50.04,208.085,118.917,4.0,11.076
846,11.3553,9.37667,6.0,55.8987,63.8107,49.8773,208.192,168.251,4.0,11.0787
847,11.39,9.53,6.13333,55.816,63.5387,49.7867,208.448,220.661,4.0,11.1067
848,11.4333,9.74333,7.0,55.8907,62.9573,49.6693,208.064,273.152,4.0,11.1513
849,11.536,9.99467,7.0,55.5867,62.4107,49.664,207.872,323.989,4.0,11.2247
850,11.6187,10.314,7.73333,55.2133,61.952,49.6533,207.136,374.613,4.0,11.3453
851,11.784,10.6873,8.0,54.6853,61.488,49.5813,206.709,423.701,4.0,11.5087
852,11.986,11.106,9.46667,54.1387,61.0347,49.464,206.784,474.155,4.0,11.7213
853,12.2573,11.4973,10.0,53.5867,60.6907,49.3947,208.277,520.491,4.0,11.9413
854,12.492,11.9467,10.0,53.2213,60.3893,49.352,208.384,564.267,4.0,12.1713
855,12.7267,12.466,11.0667,53.024,60.2347,49.2453,208.224,601.408,4.0,12.4453
856,12.9873,12.974,12.0,52.7973,59.9653,49.0293,208.693,639.915,4.0,12.7287
857,13.272,13.498,12.4,52.5387,59.2053,48.88,208.587,679.552,4.0,13.046
858,13.5747,14.0307,15.0,52.1733,58.3707,48.784,208.949,712.661,4.0,13.37
859,13.9113,14.542,15.0,51.8347,57.4693,48.632,208.32,740.48,4.0,13.736
860,14.224,15.0487,15.0,51.632,56.3653,48.408,208.683,763.861,4.0,14.0913
861,14.556,15.4927,15.3333,51.4133,55.6133,48.1413,208.448,782.592,4.0,14.44
862,14.8713,15.9693,16.0,50.872,54.824,47.9093,208.853,799.744,4.0,14.7947
863,15.2013,16.3547,16.0,51.2533,55.0293,47.944,208.843,800.939,4.0,15.1373
864,15.4987,16.5893,16.0,51.4453,55.384,48.1013,209.088,817.493,4.0,15.462
865,15.824,16.8667,16.3333,51.3573,55.2133,48.096,210.08,825.472,4.0,15.7833
866,16.1253,17.124,17.0,51.5307,55.24,48.1547,212.267,828.544,4.0,16.054
867,16.514,17.686,17.0,50.5013,53.2427,47.7147,276.853,825.045,4.0,16.412
868,16.8833,17.7473,17.1333,50.2027,53.5867,47.2613,289.696,816.0,4.0,16.7027
869,17.1273,17.9833,18.0,50.4533,54.008,47.1547,287.68,802.859,4.0,16.9967
870,17.3587,18.2267,18.0,50.0107,53.768,46.776,242.944,785.195,4.0,17.1533
871,17.532,18.4747,18.0,50.4133,52.768,47.016,223.232,768.256,4.0,17.3093
872,17.7387,18.7253,17.4667,49.192,52.264,45.5147,216.203,749.141,4.0,17.4413
873,17.9513,18.9593,16.6667,49.9227,51.6373,45.472,213.045,723.797,4.0,17.5967
874,18.118,19.1147,16.0,50.5467,51.4213,46.3253,211.584,694.741,4.0,17.7107
875,18.2747,19.3,16.0,50.4107,50.68,45.968,210.571,658.731,4.0,17.8047
876,18.4247,19.444,16.0,50.1867,49.464,45.272,209.952,622.485,4.0,17.9047
877,18.5727,19.4587,16.0,49.6267,48.3067,43.7413,209.952,584.939,4.0,17.98
878,18.668,19.4053,16.0,49.7893,46.856,43.7093,239.371,543.296,4.0,18.0693
879,18.7747,19.2973,16.0,49.5413,45.912,43.2933,270.347,499.328,4.0,18.1167
880,18.8367,19.144,16.0,47.1067,45.1467,41.7653,234.997,453.205,4.0,18.1433
881,18.8973,19.3073,16.0,47.8053,41.2667,41.8013,305.237,405.163,4.0,18.2793
882,18.924,19.034,16.0,47.912,47.448,43.632,332.981,357.995,4.0,18.32
883,18.9353,18.6013,16.0,49.6,50.832,46.3947,286.517,305.856,4.0,18.2767
884,18.9233,18.2233,16.0,49.7493,49.9627,46.7653,263.424,257.728,4.0,18.2467
885,18.9033,17.8393,15.2667,49.7867,47.9307,45.688,249.131,205.984,4.0,18.208
886,18.83,17.5413,15.0,49.1253,50.6347,45.4773,236.992,153.856,4.0,18.1467
887,18.782,17.38,15.0,49.344,52.9227,46.584,230.059,62.112,4.0,18.1033
888,18.7113,17.2087,15.0,50.3173,54.8853,47.5733,224.565,22.74,4.0,18.07
889,18.658,17.0447,15.0,50.672,55.9013,48.4133,220.768,12.2233,4.0,18.0047
890,18.59,16.8767,15.0,51.224,56.8613,49.136,218.016,1.92533,4.0,17.93
891,18.5233,16.688,14.6667,51.8133,57.952,49.8427,215.669,-3.512,4.0,17.864
892,18.438,16.4927,14.0,52.2213,58.6133,50.488,215.851,-3.38133,4.0,17.7987
893,18.3633,16.28,14.0,52.6827,59.6907,51.1067,215.125,-3.44667,4.0,17.7333
894,18.2787,16.1027,14.0,52.9947,60.1413,51.5627,214.432,-3.44667,4.0,17.6333
895,18.19,15.95,14.0,53.2107,60.584,51.8613,214.443,-3.57733,4.0,17.5767
896,18.1127,15.7533,13.4667,53.456,61.2827,52.0667,214.432,-3.64267,4.0,17.508
897,18.0147,15.58,13.0,53.7013,61.0187,52.1147,214.4,-3.44667,4.0,17.43
898,17.9193,15.3973,13.0,53.7493,59.744,51.76,215.147,-3.316,4.0,17.3593
899,17.8267,15.2293,13.0,53.6533,59.4507,51.5253,217.312,-3.44667,4.0,17.24
900,17.7527,15.0167,13.0,53.5067,59.08,51.1467,220.192,-3.512,4.0,17.1727
901,17.65,14.8367,12.8667,53.3067,58.632,50.8373,221.152,-3.316,4.0,17.0833
902,17.54,14.6527,12.2,53.1227,58.0107,50.4373,220.608,-3.316,4.0,16.9953
903,17.4687,14.4827,12.0,52.9573,57.9173,50.1707,218.56,-3.18533,4.0,16.916
904,17.3727,14.312,11.0667,52.8053,57.8587,49.8213,218.219,-3.316,4.0,16.8107
905,17.272,14.1233,11.0,52.688,57.688,49.4373,217.792,-3.38133,4.0,16.7087
906,17.16,13.942,11.0,52.5093,57.7973,49.224,217.099,-3.316,4.0,16.61
907,17.0427,13.7627,10.4667,52.3253,58.6347,49.296,217.451,-3.25067,4.0,16.4973
908,16.9413,13.618,10.0,52.3413,59.5467,49.3867,217.653,-3.38133,4.0,16.3847
909,16.8607,13.476,9.86667,52.3627,60.3253,49.6693,216.789,-2.964,4.0,16.2967
910,16.77,13.34,9.0,52.4373,60.7547,49.912,218.379,-3.18533,4.0,16.1993
911,16.666,13.2133,9.0,52.552,61.3707,50.032,217.845,-3.25067,4.0,16.1033
912,16.556,13.0907,9.0,52.6773,62.3227,50.112,216.981,-3.316,4.0,16.0087
913,16.4493,12.9607,9.0,52.7467,62.72,49.9467,217.461,-3.18533,4.06667,15.9047
914,16.3387,12.8107,9.0,52.8133,63.0827,49.8187,217.664,-3.316,5.0,15.8173
915,16.2393,12.69,8.66667,52.8933,62.6267,50.048,216.331,-3.25067,5.0,15.714
916,16.1327,12.5407,8.2,52.8587,62.6187,49.8133,215.957,-3.10733,5.0,15.6087
917,16.028,12.3867,8.0,52.816,62.6853,49.4587,215.136,-3.12,5.0,15.5033
918,15.9193,12.2447,8.0,52.7573,62.352,49.3707,213.323,-3.18533,5.0,15.4067
919,15.8133,12.1133,8.0,52.7253,62.0053,49.704,214.347,-3.18533,5.0,15.2833
920,15.7193,11.9807,8.0,52.7307,61.96,49.472,214.293,-3.18533,5.0,15.1773
921,15.61,11.8607,8.0,52.688,61.936,49.4373,213.664,-3.17267,5.0,15.0713
922,15.5127,11.718,8.0,52.6773,61.904,49.2853,213.557,-3.25067,5.0,14.9933
923,15.4147,11.59,7.66667,52.68,62.032,49.3333,213.269,-3.10733,5.0,14.9233
924,15.318,11.4713,7.0,52.64,62.0613,49.2267,212.107,-3.18533,5.0,14.8233
925,15.218,11.3627,7.0,52.576,62.1653,49.2133,211.808,-3.25067,5.0,14.7227
926,15.1233,11.2193,7.0,52.6373,62.4693,49.3093,212.405,-3.18533,5.0,14.6273
927,15.0247,11.106,7.0,52.672,62.4773,49.3067,212.288,-3.12,5.0,14.5613
928,14.9093,11.016,7.0,52.6507,62.7467,49.0507,211.051,-3.12,5.0,14.4613
929,14.8033,10.9633,6.53333,52.4773,63.3573,48.5387,210.624,-3.12,5.0,14.3693
930,14.7087,10.886,6.0,52.432,63.272,48.6507,210.251,-3.18533,5.0,14.2567
931,14.6333,10.8067,6.0,52.5013,62.8827,49.0533,210.08,-3.10733,5.0,14.1593
932,14.5307,10.6967,6.0,52.512,63.5653,48.8347,210.048,-2.964,5.0,14.0793
933,14.4327,10.6067,6.0,52.5173,63.6187,48.864,210.677,-3.17267,5.0,13.9633
934,14.334,10.5633,6.0,52.456,63.832,48.5147,209.856,-3.042,5.0,13.8867
935,14.2293,10.4827,6.0,52.528,63.896,48.9707,210.432,-3.12,5.0,13.778
936,14.154,10.4133,6.0,52.616,63.6347,49.1013,210.389,-3.12,5.0,13.6727
937,14.0913,10.348,6.0,52.6373,63.9547,49.0667,210.176,-2.67733,5.0,13.5933
938,14.0033,10.2773,6.0,52.6693,63.9333,49.2187,209.76,3.90333,5.0,13.5067
939,13.916,10.238,6.13333,52.4693,64.6213,48.5013,209.152,31.5687,5.0,13.444
940,13.8427,10.216,7.0,52.6853,64.3973,49.456,210.592,73.056,5.0,13.38
941,13.81,10.254,6.46667,52.6347,64.1813,49.4853,210.464,122.208,5.0,13.3187
942,13.7767,10.354,6.0,52.6213,63.848,49.744,210.709,183.92,5.0,13.304
943,13.77,10.5533,6.0,52.552,63.0,49.8693,210.816,209.947,5.0,13.31
944,13.7867,10.786,7.46667,52.3893,61.9093,49.9333,210.805,259.776,5.0,13.3093
945,13.8347,11.0813,8.0,52.2667,61.1627,49.9493,210.485,299.477,5.0,13.3473
946,13.8993,11.4247,8.73333,51.9787,60.7573,49.8,210.485,365.461,5.0,13.4087
947,13.996,11.8167,9.06667,51.408,60.5893,49.7733,211.477,444.267,5.0,13.5307
948,14.118,12.2353,9.86667,50.92,60.5333,49.6667,211.445,339.275,5.0,13.6907
949,14.218,12.5967,12.2,50.7467,60.6027,49.6747,211.595,377.483,5.0,13.7927
950,14.3913,12.9733,13.0,50.48,60.688,49.2453,212.245,571.392,5.0,13.9793
951,14.62,13.422,13.0,50.1333,60.9813,48.7387,212.405,598.677,5.0,14.2473
952,14.8507,13.9173,13.0,49.8987,60.7813,48.184,212.128,635.883,5.0,14.5053
953,15.126,14.436,14.0667,49.816,60.792,47.8213,211.723,664.661,5.0,14.7853
954,15.4033,14.96,15.0,49.9147,60.5093,47.88,211.787,693.077,5.0,15.078
955,15.7153,15.4513,15.0,49.9707,59.712,47.8827,214.208,724.949,5.0,15.416
956,16.0,15.8667,15.9333,50.0213,58.9787,47.96,217.675,746.624,5.0,15.7553
957,16.2833,16.2513,16.0,50.056,58.512,47.68,219.072,755.584,5.0,16.056
958,16.5633,16.6393,16.0,50.1467,58.24,47.6693,218.336,791.637,5.0,16.352
959,16.8567,17.006,16.0,50.152,57.7467,47.6853,218.059,809.685,5.0,16.6627
960,17.114,17.328,16.0,50.2293,57.2613,47.76,217.045,792.256,5.0,16.9353
961,17.388,17.6527,16.0,50.2773,56.9227,47.8827,216.331,781.845,5.0,17.2307
962,17.6527,18.0187,16.0,50.2667,56.624,47.8933,216.832,825.6,5.0,17.4973
