,AAPL,ADI,ADSK,AVGO,BBBY,BIDU,BIIB,EA,GOOGL,LBTYA,MSFT,PAYX,XLNX,NDX
3626,107.8,63.52,59.43,168.85,44.99,166.81,311.62,79.51,802.1,31.26,57.915,59.07,51.72,4775.137
3627,107.8,63.528,59.47,168.83,44.98,166.93,311.55,79.515,802.19,31.285,57.92,59.08,51.72,4776.832
3628,107.845,63.53,59.49,168.85,44.975,166.7024,312.71,79.56,802.15,31.28,57.94,59.07,51.71,4777.402
3629,107.8294,63.53,59.5,168.82,44.99,166.8,312.8648,79.55,802.45,31.32,57.89,59.08,51.73,4777.667
3630,107.8595,63.5,59.47,168.81,44.99,166.75,313.315,79.6,802.62,31.3,57.925,59.07,51.7,4777.806
3631,107.86,63.5,59.465,168.9,44.99,166.75,313.305,79.58,803.0,31.29,57.905,59.08,51.71,4777.84
3632,107.91,63.48,59.46,168.99,44.99,166.9,314.34,79.59,803.065,31.3,57.9281,59.075,51.73,4779.492
3633,107.95,63.5,59.48,169.13,44.99,166.98,313.03,79.58,803.105,31.29,57.915,59.08,51.745,4779.238
3634,107.9699,63.5,59.495,169.12,45.0,166.83,312.56,79.54,803.4,31.31,57.92,59.09,51.745,4779.5
3635,107.985,63.51,59.47,169.101,45.0,166.9004,312.571,79.53,803.27,31.31,57.92,59.06,51.74,4779.394
3636,107.9501,63.52,59.45,169.06,45.005,166.88,313.15,79.48,803.1813,31.32,57.895,59.06,51.74,4779.46
3637,107.96,63.48,59.42,169.03,44.99,166.67,313.29,79.469,803.15,31.33,57.921,59.06,51.715,4779.599
3638,107.96,63.48,59.42,169.07,44.99,166.8199,313.315,79.46,803.31,31.33,57.95,59.07,51.75,4780.102
3639,107.98,63.48,59.4,169.06,44.98,166.61,313.195,79.45,803.39,31.34,57.93,59.07,51.745,4780.167
3640,107.98,63.48,59.425,169.08,44.9935,166.79,313.075,79.43,803.44,31.32,57.9381,59.065,51.74,4780.993
3641,107.9848,63.48,59.45,168.99,44.985,166.68,313.055,79.43,803.21,31.31,57.93,59.062,51.74,4780.56
3642,107.986,63.48,59.41,168.93,44.98,166.76,313.08,79.435,803.5,31.29,57.94,59.06,51.75,4780.41
3643,107.9718,63.48,59.41,169.04,44.98,166.64,312.97,79.411,803.35,31.275,57.93,59.055,51.745,4780.108
3644,107.965,63.49,59.4,169.07,44.99,166.64,312.935,79.43,803.28,31.24,57.9362,59.07,51.7458,4780.01
3645,107.95,63.5,59.38,169.1,44.955,166.568,312.87,79.43,803.2,31.245,57.94,59.07,51.745,4780.015
3646,107.9243,63.52,59.43,169.18,44.97,166.655,312.91,79.42,803.43,31.27,57.94,59.065,51.76,4780.482
3647,107.899,63.52,59.4,169.25,44.96,166.7,313.11,79.41,803.5,31.26,57.94,59.07,51.755,4780.425
3648,107.86,63.5101,59.39,169.16,44.965,166.57,312.88,79.42,803.26,31.27,57.9301,59.07,51.75,4780.026
3649,107.82,63.5,59.39,169.1,44.96,166.5,312.99,79.37,803.16,31.26,57.935,59.069,51.75,4779.581
3650,107.8101,63.52,59.375,169.05,44.955,166.43,312.92,79.3501,803.07,31.27,57.92,59.07,51.745,4778.971
3651,107.84,63.52,59.45,169.04,44.97,166.55,312.962,79.4,802.99,31.28,57.92,59.07,51.74,4779.45
3652,107.84,63.52,59.47,169.09,44.96,166.67,312.74,79.39,803.06,31.28,57.92,59.065,51.745,4779.635
3653,107.8999,63.53,59.49,169.14,44.95,166.695,313.128,79.41,803.38,31.27,57.9148,59.075,51.76,4780.326
3654,107.9259,63.55,59.49,169.18,45.0,166.6888,313.03,79.41,803.28,31.27,57.915,59.09,51.76,4780.108
3655,107.945,63.56,59.49,169.17,44.98,166.69,313.1599,79.4,803.08,31.27,57.9152,59.11,51.745,4779.841
3656,107.955,63.51,59.46,169.08,44.96,166.61,313.24,79.41,803.15,31.26,57.8899,59.095,51.715,4778.479
3657,107.9335,63.51,59.49,168.93,44.96,166.66,313.24,79.37,803.2,31.29,57.905,59.097,51.68,4778.757
3658,107.92,63.52,59.47,168.97,44.97,166.66,313.24,79.35,803.19,31.25,57.881,59.07,51.68,4778.224
3659,107.938,63.5,59.48,168.99,44.95,166.61,313.29,79.34,803.03,31.25,57.895,59.075,51.69,4778.285
3660,107.97,63.53,59.49,168.97,44.96,166.65,312.94,79.35,803.0,31.2511,57.9058,59.06,51.71,4778.473
3661,107.9705,63.4905,59.49,169.05,44.97,166.9,313.098,79.39,803.15,31.26,57.92,59.061,51.71,4779.315
3662,107.97,63.51,59.49,169.02,44.97,166.84,312.62,79.41,803.2972,31.27,57.91,59.07,51.71,4779.089
3663,107.99,63.5,59.4875,169.0,45.0,167.0,312.56,79.42,803.25,31.27,57.925,59.08,51.72,4779.205
3664,107.9835,63.49,59.485,169.01,44.995,166.99,312.73,79.42,803.16,31.27,57.9252,59.08,51.71,4779.414
3665,107.96,63.5,59.49,169.04,44.997,166.87,312.7,79.44,803.16,31.28,57.915,59.09,51.7,4779.203
3666,107.9638,63.49,59.49,168.9997,44.99,166.8324,312.79,79.435,803.01,31.31,57.9077,59.07,51.69,4778.937
3667,107.96,63.5,59.49,168.9,45.0,166.85,312.58,79.42,802.86,31.31,57.91,59.085,51.66,4778.463
3668,107.985,63.5,59.48,168.82,44.98,166.84,312.86,79.42,803.0428,31.3,57.865,59.09,51.65,4778.411
3669,107.98,63.5,59.49,168.845,44.98,166.84,313.19,79.39,803.0164,31.28,57.85,59.09,51.66,4778.063
3670,107.9707,63.5,59.485,168.82,44.99,166.91,313.13,79.379,802.99,31.29,57.835,59.08,51.655,4778.018
3671,107.97,63.5,59.475,168.8,44.995,166.85,313.067,79.4,803.07,31.29,57.835,59.085,51.66,4777.976
3672,107.9866,63.5,59.48,168.76,44.98,166.95,313.115,79.42,803.115,31.29,57.825,59.09,51.665,4778.043
3673,107.9801,63.5,59.475,168.815,44.99,166.94,313.185,79.42,803.16,31.29,57.8,59.09,51.67,4778.007
3674,107.975,63.485,59.47,168.79,44.98,166.85,313.105,79.415,803.055,31.3,57.8,59.09,51.67,4777.464
3675,107.9235,63.5,59.465,168.75,44.985,166.82,313.0,79.41,802.95,31.26,57.7811,59.076,51.67,4776.499
3676,107.9642,63.4891,59.49,168.806,45.01,166.852,313.05,79.46,803.065,31.27,57.82,59.08,51.66,4777.137
3677,107.988,63.495,59.49,168.85,45.01,166.92,312.96,79.48,803.2325,31.27,57.815,59.081,51.67,4777.471
3678,107.9846,63.48,59.49,168.91,45.01,166.99,312.87,79.49,803.4,31.265,57.84,59.1,51.675,4777.906
3679,107.99,63.49,59.48,168.9,45.01,166.95,313.0,79.48,803.5,31.27,57.83,59.11,51.67,4778.024
3680,107.9899,63.49,59.4699,168.86,45.01,166.96,312.86,79.5,803.88,31.26,57.835,59.11,51.665,4778.23
3681,108.02,63.49,59.47,168.84,45.01,167.0,312.8,79.499,803.72,31.25,57.85,59.08,51.68,4778.162
3682,108.0,63.4999,59.475,168.835,45.0,166.9562,312.74,79.49,803.87,31.245,57.87,59.08,51.675,4778.8
3683,108.0265,63.5,59.48,168.755,45.0,167.0,312.89,79.54,804.1,31.25,57.87,59.09,51.675,4778.9
3684,108.0394,63.5,59.4734,168.76,45.0,166.97,312.94,79.545,804.3,31.23,57.86,59.0855,51.675,4779.118
3685,108.0165,63.5,59.47,168.761,45.0,166.94,313.04,79.56,804.14,31.23,57.86,59.09,51.675,4778.577
3686,108.0342,63.5,59.49,168.72,45.01,166.94,313.05,79.59,804.2,31.23,57.865,59.1,51.67,4778.936
3687,108.0365,63.5,59.5,168.67,45.01,166.9,312.945,79.605,804.03,31.225,57.88,59.1,51.675,4779.21
3688,108.06,63.5,59.49,168.75,45.01,166.89,313.04,79.59,804.07,31.21,57.87,59.1,51.68,4779.326
3689,108.025,63.49,59.48,168.66,45.01,166.82,312.97,79.57,803.72,31.215,57.84,59.1,51.67,4778.775
3690,108.029,63.49,59.485,168.73,45.0,166.82,313.05,79.57,803.88,31.21,57.8468,59.09,51.675,4778.552
3691,108.036,63.49,59.49,168.69,45.011,166.99,313.0,79.57,803.765,31.2,57.845,59.0801,51.675,4778.301
3692,108.0435,63.49,59.5,168.77,45.0,166.98,313.14,79.585,803.925,31.195,57.85,59.09,51.66,4778.565
3693,108.0458,63.5,59.495,168.83,45.01,167.025,313.346,79.59,804.0425,31.2,57.88,59.1,51.65,4779.097
3694,108.02,63.5,59.48,168.8221,45.0,167.07,313.16,79.6,803.8476,31.196,57.89,59.095,51.64,4779.364
3695,108.051,63.5,59.5,168.88,45.02,167.13,313.29,79.58,803.905,31.2,57.905,59.09,51.64,4780.116
3696,108.065,63.49,59.5,168.9,45.01,167.16,313.3,79.56,804.04,31.2,57.92,59.1,51.64,4780.711
3697,108.077,63.49,59.5001,168.92,45.03,167.18,313.39,79.52,803.93,31.2,57.925,59.105,51.64,4780.923
3698,108.0748,63.49,59.5002,168.95,45.02,167.19,313.37,79.49,803.82,31.21,57.9165,59.105,51.65,4780.695
3699,108.07,63.49,59.5,168.89,45.02,167.14,313.46,79.48,803.852,31.209,57.91,59.1,51.64,4780.222
3700,108.06,63.49,59.505,168.87,45.03,167.25,313.62,79.43,803.69,31.24,57.9013,59.095,51.64,4780.452
3701,108.05,63.47,59.51,168.84,45.0375,167.18,313.84,79.43,803.39,31.225,57.895,59.073,51.645,4779.94
3702,108.032,63.4615,59.49,168.84,45.035,167.15,313.89,79.42,803.455,31.23,57.905,59.075,51.6107,4779.952
3703,108.01,63.47,59.5,168.82,45.035,167.149,313.9,79.43,803.29,31.21,57.91,59.07,51.61,4779.517
3704,107.95,63.43,59.5,168.73,45.025,166.93,313.5944,79.42,803.04,31.19,57.905,59.065,51.6,4778.025
3705,107.94,63.43,59.5,168.651,45.03,166.63,313.905,79.39,803.1,31.15,57.8861,59.06,51.6,4776.851
3706,107.9859,63.43,59.5,168.68,45.055,166.7075,314.03,79.395,803.07,31.15,57.87,59.06,51.61,4777.092
3707,107.995,63.44,59.505,168.72,45.08,166.86,313.975,79.4,803.01,31.16,57.889,59.08,51.63,4777.499
3708,108.02,63.46,59.51,168.77,45.08,166.95,313.89,79.4,802.95,31.155,57.9,59.08,51.63,4778.085
3709,108.0499,63.47,59.505,168.76,45.1,166.98,313.89,79.4,803.21,31.185,57.89,59.11,51.63,4778.784
3710,108.0536,63.48,59.5,168.77,45.09,166.956,313.93,79.4,803.1883,31.185,57.8969,59.12,51.635,4779.057
3711,108.079,63.475,59.5,168.8,45.09,166.91,314.0,79.405,803.225,31.19,57.89,59.12,51.63,4779.404
3712,108.06,63.47,59.51,168.73,45.089,166.77,313.8101,79.4,803.22,31.183,57.885,59.1,51.62,4779.151
3713,108.04,63.47,59.5,168.67,45.1,166.73,313.92,79.41,803.52,31.19,57.88,59.1,51.605,4778.856
3714,108.0064,63.47,59.49,168.6,45.095,166.64,313.84,79.39,803.31,31.2,57.855,59.1,51.59,4777.915
3715,108.01,63.4756,59.49,168.61,45.13,166.76,313.615,79.39,803.2075,31.205,57.865,59.09,51.59,4777.974
3716,108.02,63.47,59.49,168.6537,45.14,166.73,313.74,79.38,803.075,31.22,57.84,59.1,51.595,4778.073
3717,108.05,63.47,59.505,168.71,45.15,166.71,313.76,79.34,803.1675,31.22,57.85,59.097,51.61,4778.509
3718,108.061,63.46,59.5,168.71,45.14,166.69,313.72,79.33,803.26,31.21,57.8465,59.1,51.6,4778.569
3719,108.025,63.43,59.5,168.69,45.145,166.6,313.63,79.32,803.345,31.23,57.85,59.09,51.6,4778.102
3720,108.0101,63.42,59.5,168.7,45.15,166.54,313.9105,79.31,803.43,31.23,57.86,59.09,51.6036,4778.361
3721,108.01,63.4,59.49,168.6546,45.13,166.58,313.8,79.28,803.365,31.24,57.85,59.085,51.57,4778.096
3722,108.015,63.4,59.49,168.64,45.13,166.58,313.46,79.27,803.24,31.2345,57.85,59.07,51.5711,4777.28
3723,107.9862,63.4,59.499,168.695,45.12,166.595,313.5,79.28,803.33,31.24,57.85,59.06,51.59,4777.094
3724,107.97,63.4,59.505,168.69,45.15,166.59,313.39,79.28,803.4,31.2,57.86,59.07,51.609,4777.185
3725,107.96,63.4,59.515,168.7,45.15,166.78,313.38,79.285,803.4716,31.23,57.8532,59.09,51.61,4777.548
3726,107.96,63.4,59.52,168.69,45.15,166.69,313.09,79.28,803.5432,31.225,57.84,59.09,51.6,4777.111
3727,107.95,63.4,59.515,168.72,45.15,166.61,313.0595,79.25,803.57,31.25,57.8499,59.09,51.6,4777.182
3728,107.99,63.4,59.515,168.61,45.16,166.61,313.029,79.21,803.525,31.28,57.84,59.09,51.59,4777.204
3729,107.985,63.4,59.51,168.54,45.15,166.72,313.07,79.18,803.81,31.28,57.85,59.09,51.58,4777.053
3730,107.99,63.4,59.515,168.63,45.15,166.79,313.1701,79.215,804.0,31.28,57.8664,59.09,51.59,4777.788
3731,108.0,63.37,59.51,168.56,45.13,166.72,312.99,79.25,803.85,31.28,57.84,59.1,51.57,4777.302
3732,107.97,63.34,59.505,168.47,45.11,166.56,312.9925,79.24,803.69,31.28,57.8466,59.1,51.55,4776.645
3733,107.9701,63.35,59.5,168.4086,45.13,166.68,312.995,79.2475,803.75,31.27,57.8461,59.1,51.55,4776.607
3734,107.935,63.35,59.49,168.3706,45.12,166.54,312.9975,79.24,803.8,31.265,57.85,59.1,51.55,4776.447
3735,107.949,63.36,59.49,168.39,45.11,166.52,313.0,79.24,803.73,31.24,57.84,59.1,51.55,4776.484
3736,107.985,63.38,59.51,168.43,45.12,166.88,313.07,79.25,804.02,31.235,57.855,59.11,51.55,4777.484
3737,107.99,63.38,59.505,168.4626,45.13,166.84,312.98,79.258,804.2,31.24,57.8664,59.11,51.56,4777.866
3738,108.02,63.4,59.505,168.53,45.135,166.88,312.94,79.26,804.26,31.24,57.885,59.11,51.58,4778.207
3739,108.0305,63.4,59.5099,168.55,45.15,166.98,312.99,79.27,804.14,31.26,57.8885,59.12,51.58,4778.965
3740,108.0281,63.4,59.5,168.431,45.16,167.055,313.06,79.26,804.13,31.24,57.895,59.115,51.58,4778.964
3741,108.0315,63.39,59.5,168.461,45.17,167.11,313.13,79.26,804.12,31.24,57.86,59.1,51.58,4778.163
3742,108.042,63.3953,59.49,168.535,45.15,167.04,313.085,79.24,804.125,31.26,57.8768,59.1,51.57,4778.419
3743,108.041,63.4,59.49,168.55,45.11,167.08,313.26,79.24,804.13,31.25,57.8799,59.11,51.59,4778.682
3744,108.07,63.45,59.49,168.66,45.11,167.14,313.25,79.265,804.17,31.25,57.8764,59.107,51.6,4779.245
3745,108.06,63.47,59.49,168.75,45.1,166.89,313.18,79.261,804.3,31.23,57.9,59.1173,51.6,4779.572
3746,108.07,63.49,59.485,168.71,45.11,166.94,313.03,79.26,804.31,31.22,57.8958,59.12,51.595,4779.635
3747,108.09,63.485,59.49,168.65,45.11,166.87,312.88,79.25,804.19,31.22,57.895,59.11,51.59,4779.477
3748,108.1,63.47,59.489,168.69,45.11,166.85,313.07,79.19,804.0517,31.225,57.895,59.12,51.604,4779.617
3749,108.136,63.47,59.49,168.65,45.12,166.81,313.03,79.22,804.13,31.225,57.88,59.12,51.6,4779.886
3750,108.1,63.46,59.5,168.61,45.11,166.6411,312.99,79.3,804.32,31.23,57.895,59.13,51.6,4780.032
3751,108.11,63.44,59.505,168.67,45.11,166.79,313.03,79.3325,804.295,31.23,57.8968,59.131,51.59,4780.216
3752,108.11,63.45,59.507,168.69,45.12,166.69,312.82,79.34,804.27,31.24,57.8964,59.13,51.58,4779.857
3753,108.1145,63.45,59.505,168.63,45.1,166.6616,312.77,79.33,804.19,31.24,57.885,59.12,51.59,4779.068
3754,108.11,63.4525,59.5,168.71,45.09,166.59,312.895,79.33,804.11,31.24,57.89,59.13,51.605,4778.891
3755,108.1,63.46,59.51,168.72,45.09,166.59,312.89,79.37,804.129,31.25,57.88,59.13,51.605,4779.293
3756,108.09,63.45,59.49,168.68,45.075,166.62,313.07,79.37,803.96,31.21,57.84,59.1042,51.62,4778.716
3757,108.05,63.45,59.49,168.71,45.08,166.6089,312.9601,79.355,803.88,31.21,57.84,59.105,51.61,4778.183
3758,108.0644,63.46,59.485,168.64,45.06,166.6125,312.98,79.37,803.9,31.2,57.84,59.1,51.615,4777.87
3759,108.1,63.46,59.5,168.68,45.06,166.55,313.02,79.36,803.95,31.195,57.82,59.12,51.63,4777.838
3760,108.11,63.49,59.495,168.761,45.06,166.61,313.18,79.37,803.8,31.2,57.835,59.12,51.64,4778.498
3761,108.11,63.5,59.5,168.81,45.05,166.583,313.175,79.35,803.95,31.205,57.835,59.115,51.64,4778.646
3762,108.071,63.49,59.48,168.89,45.05,166.655,313.17,79.33,804.08,31.205,57.835,59.115,51.64,4778.556
3763,108.085,63.5,59.48,168.898,45.05,166.56,313.09,79.34,804.11,31.21,57.84,59.12,51.645,4778.697
3764,108.08,63.5,59.4825,168.84,45.05,166.54,312.9,79.35,804.215,31.21,57.835,59.12,51.63,4778.424
3765,108.09,63.5,59.485,168.85,45.03,166.54,313.04,79.3469,804.32,31.205,57.835,59.12,51.64,4778.341
3766,108.07,63.51,59.49,168.72,45.04,166.54,313.16,79.42,804.3467,31.21,57.86,59.1,51.63,4778.753
3767,108.115,63.51,59.5,168.78,45.03,166.55,313.27,79.44,804.37335,31.23,57.865,59.125,51.62,4779.565
3768,108.1299,63.51,59.5,168.8,45.02,166.514,313.36,79.46,804.4,31.23,57.8637,59.124,51.625,4779.65
3769,108.14,63.51,59.49,168.71,45.02,166.62,313.17,79.46,804.425,31.2222,57.88,59.13,51.62,4779.768
3770,108.145,63.485,59.48,168.69,45.01,166.56,312.95,79.45,804.38,31.21,57.89,59.1232,51.61,4779.201
3771,108.1441,63.47,59.48,168.63,45.02,166.48,312.99,79.46,804.22,31.22,57.885,59.125,51.61,4778.562
3772,108.155,63.46,59.485,168.62,45.02,166.41,313.185,79.47,804.39,31.215,57.89,59.11,51.6,4778.506
3773,108.1601,63.44,59.49,168.5,45.03,166.42,313.08,79.46,804.25,31.21,57.89,59.1,51.6,4778.013
3774,108.169,63.44,59.4831,168.46,45.02,166.45,313.12,79.49,804.275,31.22,57.885,59.1,51.6,4778.437
3775,108.1612,63.47,59.485,168.58,45.03,166.46,312.955,79.495,804.3,31.22,57.895,59.125,51.62,4778.59
3776,108.16,63.48,59.48,168.56,45.01,166.46,312.79,79.5,804.38,31.22,57.89,59.1289,51.62,4778.296
3777,108.1616,63.4875,59.48,168.6,45.05,166.41,312.72,79.46,804.55,31.22,57.895,59.13,51.639,4778.369
3778,108.135,63.495,59.475,168.61,45.05,166.435,312.67,79.45,804.575,31.215,57.9,59.12,51.63,4778.516
3779,108.1301,63.52,59.49,168.65,45.05,166.44,312.71,79.46,804.72,31.22,57.904,59.14,51.63,4779.164
3780,108.1332,63.52,59.48,168.62,45.02,166.45,312.3349,79.455,804.76,31.195,57.915,59.14,51.63,4779.266
3781,108.1,63.5,59.47,168.57,45.03,166.5001,312.28,79.41,804.8,31.205,57.92,59.16,51.59,4779.145
3782,108.079,63.5,59.45,168.59,45.039,166.52,312.27,79.43,804.85,31.215,57.92,59.15,51.59,4779.198
3783,108.0236,63.46,59.45,168.48,45.02,166.5,312.135,79.41,804.475,31.22,57.86,59.13,51.605,4777.768
3784,108.02,63.48,59.46,168.54,45.01,166.415,311.895,79.42,804.741,31.21,57.87,59.1334,51.63,4777.837
3785,107.99,63.48,59.46,168.4925,45.01,166.34,311.65,79.42,804.99,31.21,57.865,59.14,51.62,4777.4
3786,107.98,63.45,59.46,168.49,45.005,166.38,311.745,79.43,805.1438,31.21,57.85,59.14,51.6,4777.419
3787,107.99,63.45,59.46,168.455,45.005,166.32,311.7563,79.42,805.1362,31.21,57.845,59.139,51.601,4777.32
3788,107.9524,63.455,59.46,168.47,45.005,166.32,311.49,79.43,804.91,31.21,57.86,59.13,51.6,4777.111
3789,107.9401,63.48,59.46,168.42,45.0,166.24,311.71,79.43,804.75,31.215,57.86,59.14,51.6,4776.98
3790,107.9859,63.48,59.45,168.42,45.01,166.12,311.75,79.42,805.12,31.21,57.87,59.134,51.61,4777.137
3791,108.01,63.49,59.46,168.43,45.01,166.14,311.87,79.4,804.855,31.21,57.8875,59.14,51.61,4777.454
3792,108.08,63.49,59.46,168.49,45.01,166.23,312.0,79.4,804.97,31.21,57.8834,59.13,51.61,4778.313
3793,108.0422,63.5,59.45,168.45,45.0,166.11,311.9547,79.385,804.72,31.21,57.9031,59.13,51.61,4777.505
3794,108.06,63.5,59.45,168.46,45.01,166.04,311.935,79.38,804.78,31.21,57.915,59.135,51.61,4777.696
3795,108.0899,63.5,59.46,168.44,45.005,166.02,311.87,79.37,804.57,31.21,57.91,59.12,51.61,4777.05
3796,108.1,63.5,59.47,168.42,45.01,166.03,311.915,79.39,804.505,31.19,57.919,59.11,51.62,4777.236
3797,108.12,63.49,59.46,168.355,45.01,165.95,311.72,79.38,804.305,31.19,57.905,59.12,51.61,4776.781
3798,108.1,63.47,59.455,168.32,45.01,165.92,311.825,79.385,804.2367,31.2,57.92,59.125,51.61,4776.678
3799,108.0901,63.46,59.45,168.25,45.005,165.87,311.82,79.38,804.16833,31.2,57.9136,59.12,51.61,4776.228
3800,108.056,63.43,59.4,168.295,44.99,165.85,311.715,79.34,804.1,31.176,57.91,59.08,51.57,4774.616
3801,108.0299,63.43,59.36,168.23,44.96,165.81,311.74,79.32,804.25,31.18,57.91,59.062,51.55,4773.789
3802,108.01,63.4231,59.35,168.22,44.95,165.83,311.8039,79.325,804.16,31.18,57.91,59.06,51.55,4773.364
3803,107.99,63.43,59.37,168.265,44.95,165.77,311.68,79.33,804.198,31.155,57.91,59.05,51.559,4773.269
3804,107.9558,63.42,59.37,168.23,44.959,165.765,311.725,79.31,804.17,31.16,57.895,59.05,51.5536,4772.863
3805,107.981,63.46,59.39,168.32,44.96,165.89,311.77,79.33,804.235,31.16,57.91,59.055,51.56,4773.658
3806,107.965,63.44,59.3825,168.19,44.95,165.93,311.78,79.33,804.3,31.16,57.86,59.05,51.54,4772.823
3807,107.9765,63.425,59.37,168.151,44.97,165.965,311.9125,79.34,804.1725,31.155,57.835,59.0766,51.55,4772.875
3808,107.98,63.43,59.37,168.17,44.96,166.02,312.045,79.34,804.41,31.155,57.825,59.07,51.55,4773.074
3809,107.9645,63.42,59.38,168.26,44.97,166.08,311.83,79.33,804.455,31.19,57.8499,59.08,51.55,4773.61
3810,107.94,63.39,59.3625,168.31,44.95,166.03,311.735,79.34,804.56,31.19,57.855,59.08,51.55,4773.471
3811,107.955,63.375,59.35,168.22,44.96,166.04,311.64,79.31,804.425,31.15,57.87,59.08,51.52,4773.198
3812,107.935,63.36,59.34,168.17,44.97,166.0,311.75,79.32,804.33,31.15,57.8675,59.09,51.51,4773.401
3813,107.94,63.375,59.36,168.141,44.97,165.99,311.98,79.37,804.29,31.175,57.885,59.09,51.52,4773.945
3814,107.9256,63.38,59.36,168.21,44.97,165.97,312.022,79.378,804.09,31.17,57.88,59.09,51.52,4774.447
3815,107.9058,63.4,59.37,168.27,44.97,165.9,312.05,79.39,804.09,31.17,57.88,59.09,51.52,4774.47
3816,107.935,63.4,59.4,168.221,44.99,166.05,312.0,79.39,804.18,31.18,57.8899,59.08,51.5201,4774.905
3817,107.92,63.393,59.399,168.23,44.99,165.98,312.13,79.38,804.16,31.2,57.89,59.0856,51.52,4774.82
3818,107.93,63.39,59.419,168.27,44.975,165.84,312.09,79.375,804.14,31.2,57.89,59.08,51.52,4774.772
3819,107.945,63.4,59.415,168.24,45.0,165.84,311.99,79.37,804.12,31.19,57.895,59.07,51.54,4774.953
3820,107.9299,63.41,59.4225,168.22,45.0,165.9,312.01,79.37,804.095,31.19,57.91,59.08,51.55,4775.014
3821,107.93,63.39,59.43,168.12,45.0,165.9,311.9,79.37,804.037,31.17,57.91,59.08,51.53,4774.993
3822,107.94,63.38,59.42,168.03,44.99,165.83,311.81,79.37,803.925,31.18,57.915,59.09,51.53,4774.673
3823,107.9368,63.39,59.42,168.04,44.99,165.82,311.86,79.39,803.99,31.17,57.92,59.071,51.5343,4774.856
3824,107.92,63.38,59.4,167.99,44.98,165.79,311.705,79.38,803.89,31.18,57.92,59.07,51.52,4774.524
3825,107.916,63.37,59.4,167.99,44.98,165.83,311.75,79.36,803.84,31.175,57.91,59.077,51.52,4774.279
3826,107.94,63.385,59.41,168.0028,44.99,165.85,311.797,79.31,803.81,31.18,57.92,59.085,51.53,4774.856
3827,107.94,63.43,59.42,168.03,44.9937,165.84,311.98,79.265,803.85,31.18,57.911,59.09,51.53,4774.793
3828,108.01,63.45,59.46,168.22,45.0,166.15,312.45,79.37,803.99,31.19,57.96,59.09,51.54,4777.153
3829,107.98,63.43,59.46,168.2,44.99,166.09,312.38,79.365,804.05,31.209,57.96,59.1,51.53,4777.265
3830,107.99,63.43,59.455,168.228,44.98,166.151,312.39,79.33,803.9,31.21,57.99,59.1,51.52,4777.376
3831,108.01,63.4156,59.45,168.13,44.985,166.089,312.45,79.32,803.97,31.21,57.98,59.07,51.52,4777.009
3832,107.9901,63.41,59.435,168.11,44.99,166.13,312.34,79.32,804.09,31.21,57.96,59.08,51.52,4776.885
3833,108.0048,63.42,59.445,168.06,45.0,166.12,312.42,79.32,804.13,31.2,57.96,59.07,51.52,4777.023
3834,108.0,63.4,59.445,168.0759,44.97,166.15,312.3,79.34,804.2,31.2,57.95,59.05,51.51,4776.921
3835,108.0069,63.41,59.435,168.06,45.0,166.13,312.34,79.33,804.2797,31.21,57.951,59.049,51.52,4776.865
3836,108.035,63.4,59.43,168.11,45.0,166.16,312.3,79.35,804.44,31.21,57.954,59.05,51.515,4776.914
3837,108.0495,63.405,59.44,168.11,45.01,166.21,312.35,79.4,804.55,31.22,57.9763,59.07,51.51,4777.635
3838,108.0566,63.4,59.43,168.06,45.0,166.09,312.219,79.39,804.56,31.22,57.97,59.07,51.51,4777.466
3839,108.08,63.39,59.4,167.98,45.0,166.16,312.25,79.36,804.46,31.24,57.97,59.07,51.51,4777.344
3840,108.065,63.38,59.38,167.88,44.98,166.01,312.03,79.29,804.38,31.25,57.955,59.0401,51.51,4776.487
3841,108.08,63.395,59.3801,167.92,44.99,166.1,312.05,79.35,804.255,31.21,57.96,59.04,51.53,4776.574
3842,108.08,63.4,59.385,167.93,44.99,166.07,312.07,79.37,804.18,31.21,57.965,59.04,51.545,4776.399
3843,108.0804,63.385,59.385,167.91,44.98,166.08,312.19,79.395,803.88,31.21,57.98,59.04,51.55,4776.426
3844,108.11,63.4,59.375,167.92,44.98,166.09,312.15,79.41,803.93,31.23,58.01,59.05,51.55,4777.127
3845,108.089,63.4,59.35,167.8975,44.97,166.135,312.16,79.4,803.945,31.23,57.99,59.03,51.55,4776.955
3846,108.0565,63.39,59.355,167.92,44.96,165.99,312.03,79.42,803.96,31.225,57.97,59.02,51.545,4776.027
3847,108.09,63.39,59.355,167.88,44.97,166.08,312.16,79.44,803.94,31.22,57.98,59.03,51.53,4776.279
3848,108.0859,63.381,59.32,167.95,44.979,166.01,312.055,79.435,804.0,31.225,57.97,59.025,51.51,4776.155
3849,108.09,63.38,59.315,167.96,44.97,166.06,311.938,79.4463,803.77,31.23,57.98,59.02,51.5,4775.988
3850,108.0799,63.3842,59.3,168.03,44.99,166.11,312.1,79.4676,804.02,31.24,57.98,59.0463,51.4999,4776.937
3851,108.0535,63.36,59.305,168.03,44.97,166.08,311.976,79.46,804.21,31.24,57.975,59.035,51.49,4776.702
3852,108.1139,63.38,59.31,168.05,44.97,166.1,312.22,79.43,804.495,31.24,57.99,59.045,51.49,4777.975
3853,108.12,63.37,59.3,168.0047,44.95,166.21,312.12,79.42,804.545,31.25,57.985,59.06,51.49,4777.733
